1,5,61,17,246,86,197
1,6,61,17,11,79,79
2,5,302,22,246,86,85
2,10,302,22,468,158,214
3,7,658,18,592,81,91
3,13,658,18,890,166,275
4,8,987,51,940,106,72
5,1,246,86,61,17,197
5,2,246,86,302,22,85
6,1,11,79,61,17,79
6,9,11,79,191,150,193
7,3,592,81,658,18,91
7,11,592,81,532,118,70
7,12,592,81,626,128,58
8,4,940,106,987,51,72
8,13,940,106,890,166,78
8,30,940,106,1133,217,222
9,5,191,150,246,86,84
9,6,191,150,11,79,193
9,14,191,150,141,210,78
9,15,191,150,331,244,168
10,2,468,158,302,22,214
10,11,468,158,532,118,75
10,16,468,158,402,201,78
10,17,468,158,554,249,125
11,7,532,118,592,81,70
11,10,532,118,468,158,75
11,18,532,118,594,182,89
12,7,626,128,592,81,58
12,18,626,128,594,182,62
12,19,626,128,827,242,231
13,3,890,166,658,18,275
13,8,890,166,940,106,78
13,19,890,166,827,242,98
13,20,890,166,1099,282,239
14,21,141,210,92,269,76
14,22,141,210,274,296,158
15,9,331,244,191,150,168
15,16,331,244,402,201,83
15,22,331,244,274,296,77
15,23,331,244,370,308,74
16,5,402,201,246,86,193
16,10,402,201,468,158,78
16,15,402,201,331,244,83
16,24,402,201,500,326,158
17,10,554,249,468,158,125
17,18,554,249,594,182,78
17,24,554,249,500,326,94
17,31,554,249,708,378,200
18,11,594,182,532,118,89
18,12,594,182,626,128,62
18,17,594,182,554,249,78
18,25,594,182,765,312,214
19,12,827,242,626,128,231
19,13,827,242,890,166,98
19,25,827,242,765,312,93
19,26,827,242,1040,362,244
20,13,1099,282,890,166,239
20,26,1099,282,1040,362,99
20,30,1099,282,1133,217,73
21,14,92,269,141,210,76
21,27,92,269,32,330,85
21,28,92,269,227,358,161
22,14,274,296,141,210,158
22,15,274,296,331,244,77
22,28,274,296,227,358,77
23,15,370,308,331,244,74
23,29,370,308,453,385,113
23,40,370,308,223,510,249
24,16,500,326,402,201,158
24,17,500,326,554,249,94
24,29,500,326,453,385,75
24,35,500,326,651,447,193
25,18,765,312,594,182,214
25,19,765,312,827,242,93
25,31,765,312,708,378,87
25,36,765,312,978,446,251
26,19,1040,362,827,242,244
26,20,1040,362,1099,282,99
26,36,1040,362,978,446,104
27,21,32,330,92,269,85
27,32,32,330,185,413,174
28,21,227,358,92,269,161
28,22,227,358,274,296,77
28,32,227,358,185,413,69
29,23,453,385,370,308,113
29,24,453,385,500,326,75
29,34,453,385,405,455,84
29,43,453,385,598,514,194
30,8,1133,217,940,106,222
30,20,1133,217,1099,282,73
31,17,708,378,554,249,200
31,25,708,378,765,312,87
31,35,708,378,651,447,89
31,44,708,378,925,518,258
32,27,185,413,32,330,174
32,28,185,413,227,358,69
32,39,185,413,146,473,71
33,37,94,442,48,508,80
33,39,94,442,146,473,60
34,29,405,455,453,385,84
34,41,405,455,454,495,63
35,24,651,447,500,326,193
35,31,651,447,708,378,89
35,43,651,447,598,514,85
36,25,978,446,765,312,251
36,26,978,446,1040,362,104
36,44,978,446,925,518,89
37,33,48,508,94,442,80
38,39,108,528,146,473,66
39,32,146,473,185,413,71
39,33,146,473,94,442,60
39,38,146,473,108,528,66
39,40,146,473,223,510,85
40,23,223,510,370,308,249
40,39,223,510,146,473,85
41,34,454,495,405,455,63
41,42,454,495,503,533,62
42,41,503,533,454,495,62
43,29,598,514,453,385,194
43,35,598,514,651,447,85
44,31,925,518,708,378,258
44,36,925,518,978,446,89
